Physics,Chemistry,Math,Computer,English,Total Marks,Percentages %,Grades,GPA,Final Results
31,35,77,42,1,186.0,37.2,C,1.4880000000000002,FAIL
34,78,51,83,71,317.0,63.4,B,2.536,FAIL
28,80,87,55,5,255.0,51.0,C+,2.04,FAIL
76,7,35,94,15,227.0,45.4,C,1.8159999999999998,FAIL
62,66,97,41,62,328.0,65.6,B,2.6240000000000006,PASS
54,8,50,36,55,203.0,40.6,C,1.624,FAIL
79,57,84,14,40,274.0,54.8,C+,2.192,FAIL
68,63,40,94,17,282.0,56.4,C+,2.256,FAIL
51,49,71,44,67,282.0,56.4,C+,2.256,PASS
80,33,66,9,0,188.0,37.6,C,1.504,FAIL
52,7,16,32,61,168.0,33.6,NG,1.344,FAIL
94,93,46,97,72,402.0,80.4,A,3.216,PASS
82,79,1,42,67,271.0,54.2,C+,2.168,FAIL
51,16,54,34,2,157.0,31.4,NG,1.256,FAIL
67,81,8,14,96,266.0,53.2,C+,2.128,FAIL
47,80,79,66,21,293.0,58.6,C+,2.344,FAIL
71,4,50,51,48,224.0,44.8,C,1.7920000000000003,FAIL
57,51,63,77,69,317.0,63.4,B,2.536,PASS
51,89,43,75,23,281.0,56.2,C+,2.248,FAIL
35,12,3,89,8,147.0,29.4,NG,1.176,FAIL
78,54,42,72,24,270.0,54.0,C+,2.16,FAIL
85,7,1,97,57,247.0,49.4,C,1.976,FAIL
47,97,22,59,70,295.0,59.0,C+,2.36,FAIL
23,93,3,40,26,185.0,37.0,C,1.48,FAIL
10,4,81,21,93,209.0,41.8,C,1.672,FAIL
63,56,94,4,54,271.0,54.2,C+,2.168,FAIL
71,24,16,6,68,185.0,37.0,C,1.48,FAIL
83,6,89,46,80,304.0,60.8,B,2.432,FAIL
63,1,16,23,40,143.0,28.6,NG,1.144,FAIL
45,90,49,1,52,237.0,47.4,C,1.896,FAIL
93,36,10,47,99,285.0,57.0,C+,2.28,FAIL
15,72,4,17,27,135.0,27.0,NG,1.08,FAIL
5,3,52,24,75,159.0,31.8,NG,1.272,FAIL
63,28,42,79,27,239.0,47.8,C,1.912,FAIL
62,39,82,65,47,295.0,59.0,C+,2.36,PASS
18,2,4,89,80,193.0,38.6,C,1.544,FAIL
5,34,97,32,39,207.0,41.4,C,1.656,FAIL
86,68,49,14,20,237.0,47.4,C,1.896,FAIL
6,56,46,60,55,223.0,44.6,C,1.784,FAIL
35,58,58,22,36,209.0,41.8,C,1.672,FAIL
97,24,48,73,95,337.0,67.4,B,2.696,FAIL
24,34,60,40,76,234.0,46.8,C,1.872,FAIL
22,44,78,3,59,206.0,41.2,C,1.648,FAIL
11,84,2,92,45,234.0,46.8,C,1.872,FAIL
53,81,51,81,89,355.0,71.0,B+,2.84,PASS
11,96,91,22,96,316.0,63.2,B,2.528,FAIL
5,11,86,46,69,217.0,43.4,C,1.736,FAIL
96,76,6,18,56,252.0,50.4,C+,2.016,FAIL
2,58,79,44,8,191.0,38.2,C,1.528,FAIL
8,60,31,44,85,228.0,45.6,C,1.824,FAIL
63,84,74,72,7,300.0,60.0,B,2.4,FAIL
32,47,58,13,33,183.0,36.6,C,1.464,FAIL
94,42,95,58,12,301.0,60.2,B,2.408,FAIL
79,78,22,42,48,269.0,53.8,C+,2.152,FAIL
64,86,81,5,38,274.0,54.8,C+,2.192,FAIL
52,81,68,41,12,254.0,50.8,C+,2.032,FAIL
24,20,71,93,98,306.0,61.2,B,2.448,FAIL
73,32,51,39,66,261.0,52.2,C+,2.088,FAIL
90,29,48,36,65,268.0,53.6,C+,2.144,FAIL
41,24,28,34,10,137.0,27.4,NG,1.096,FAIL
69,1,37,94,49,250.0,50.0,C+,2.0,FAIL
91,27,65,70,54,307.0,61.4,B,2.456,FAIL
60,24,5,21,14,124.0,24.8,NG,0.992,FAIL
92,62,87,38,89,368.0,73.6,B+,2.944,PASS
8,81,94,36,86,305.0,61.0,B,2.44,FAIL
90,60,88,18,65,321.0,64.2,B,2.568,FAIL
75,77,57,91,7,307.0,61.4,B,2.456,FAIL
61,43,44,93,61,302.0,60.4,B,2.416,PASS
22,81,61,69,44,277.0,55.4,C+,2.216,FAIL
63,88,74,20,93,338.0,67.6,B,2.704,FAIL
76,3,28,2,8,117.0,23.4,NG,0.936,FAIL
25,84,12,92,54,267.0,53.4,C+,2.136,FAIL
59,1,99,43,29,231.0,46.2,C,1.848,FAIL
98,85,96,88,65,432.0,86.4,A,3.4560000000000004,PASS
26,32,94,26,1,179.0,35.8,C,1.432,FAIL
11,37,45,21,54,168.0,33.6,NG,1.344,FAIL
84,3,76,28,95,286.0,57.2,C+,2.288,FAIL
94,16,96,1,83,290.0,58.0,C+,2.32,FAIL
72,59,89,87,92,399.0,79.8,B+,3.1920000000000006,PASS
44,82,19,60,4,209.0,41.8,C,1.672,FAIL
47,65,87,25,12,236.0,47.2,C,1.888,FAIL
79,57,23,35,25,219.0,43.8,C,1.7519999999999998,FAIL
11,79,85,35,32,242.0,48.4,C,1.936,FAIL
22,99,69,92,94,376.0,75.2,B+,3.008,FAIL
27,87,70,51,11,246.0,49.2,C,1.9680000000000002,FAIL
97,20,51,69,30,267.0,53.4,C+,2.136,FAIL
34,54,22,59,58,227.0,45.4,C,1.8159999999999998,FAIL
78,90,0,88,21,277.0,55.4,C+,2.216,FAIL
14,27,75,43,4,163.0,32.6,NG,1.304,FAIL
42,5,48,5,93,193.0,38.6,C,1.544,FAIL
54,58,30,70,15,227.0,45.4,C,1.8159999999999998,FAIL
58,24,79,75,53,289.0,57.8,C+,2.312,FAIL
92,39,36,79,35,281.0,56.2,C+,2.248,PASS
84,28,35,94,24,265.0,53.0,C+,2.12,FAIL
90,57,19,64,8,238.0,47.6,C,1.9039999999999997,FAIL
3,85,56,66,84,294.0,58.8,C+,2.352,FAIL
30,16,92,21,64,223.0,44.6,C,1.784,FAIL
90,96,32,87,86,391.0,78.2,B+,3.128,FAIL
89,76,85,73,49,372.0,74.4,B+,2.9760000000000004,PASS
78,98,90,61,45,372.0,74.4,B+,2.9760000000000004,PASS
13,22,55,17,33,140.0,28.0,NG,1.12,FAIL
42,85,82,9,28,246.0,49.2,C,1.9680000000000002,FAIL
12,61,43,11,97,224.0,44.8,C,1.7920000000000003,FAIL
10,21,4,39,46,120.0,24.0,NG,0.96,FAIL
3,66,49,4,83,205.0,41.0,C,1.64,FAIL
76,66,30,27,51,250.0,50.0,C+,2.0,FAIL
29,15,22,75,99,240.0,48.0,C,1.92,FAIL
46,38,10,99,92,285.0,57.0,C+,2.28,FAIL
64,88,67,62,71,352.0,70.4,B+,2.816,PASS
13,21,5,40,23,102.0,20.4,NG,0.816,FAIL
34,93,25,92,77,321.0,64.2,B,2.568,FAIL
96,56,26,78,57,313.0,62.6,B,2.504,FAIL
78,2,7,66,56,209.0,41.8,C,1.672,FAIL
41,59,29,96,1,226.0,45.2,C,1.808,FAIL
7,98,86,51,76,318.0,63.6,B,2.544,FAIL
94,41,22,71,41,269.0,53.8,C+,2.152,FAIL
40,2,91,67,67,267.0,53.4,C+,2.136,FAIL
65,96,16,11,39,227.0,45.4,C,1.8159999999999998,FAIL
81,49,63,27,55,275.0,55.0,C+,2.2,FAIL
38,16,31,46,39,170.0,34.0,NG,1.36,FAIL
50,6,83,90,27,256.0,51.2,C+,2.048,FAIL
21,6,75,21,87,210.0,42.0,C,1.68,FAIL
17,53,35,37,3,145.0,29.0,NG,1.16,FAIL
87,30,97,37,67,318.0,63.6,B,2.544,FAIL
13,4,95,74,9,195.0,39.0,C,1.56,FAIL
78,20,50,62,2,212.0,42.4,C,1.696,FAIL
77,83,42,58,88,348.0,69.6,B,2.784,PASS
23,62,67,26,68,246.0,49.2,C,1.9680000000000002,FAIL
17,48,35,74,40,214.0,42.8,C,1.712,FAIL
0,87,87,68,16,258.0,51.6,C+,2.064,FAIL
65,82,41,92,37,317.0,63.4,B,2.536,PASS
44,74,89,65,43,315.0,63.0,B,2.52,PASS
91,98,36,3,93,321.0,64.2,B,2.568,FAIL
77,35,70,42,3,227.0,45.4,C,1.8159999999999998,FAIL
81,94,67,62,84,388.0,77.6,B+,3.1040000000000005,PASS
21,76,89,56,38,280.0,56.0,C+,2.24,FAIL
50,29,84,59,3,225.0,45.0,C,1.8,FAIL
25,61,85,79,62,312.0,62.4,B,2.496,FAIL
89,61,88,56,43,337.0,67.4,B,2.696,PASS
69,6,96,25,8,204.0,40.8,C,1.632,FAIL
18,54,56,19,28,175.0,35.0,C,1.4,FAIL
70,42,68,57,47,284.0,56.8,C+,2.272,PASS
34,97,69,94,87,381.0,76.2,B+,3.048,FAIL
13,33,98,92,67,303.0,60.6,B,2.424,FAIL
88,95,48,32,43,306.0,61.2,B,2.448,FAIL
15,92,69,13,54,243.0,48.6,C,1.944,FAIL
79,50,42,3,33,207.0,41.4,C,1.656,FAIL
46,3,36,28,61,174.0,34.8,NG,1.392,FAIL
94,1,47,89,40,271.0,54.2,C+,2.168,FAIL
99,44,28,8,7,186.0,37.2,C,1.4880000000000002,FAIL
69,8,0,42,17,136.0,27.2,NG,1.088,FAIL
65,96,59,44,55,319.0,63.8,B,2.552,PASS
17,26,89,40,91,263.0,52.6,C+,2.104,FAIL
79,46,11,87,7,230.0,46.0,C,1.84,FAIL
64,51,47,92,4,258.0,51.6,C+,2.064,FAIL
28,70,84,92,68,342.0,68.4,B,2.736,FAIL
48,19,1,4,1,73.0,14.6,NG,0.584,FAIL
64,2,1,32,91,190.0,38.0,C,1.52,FAIL
16,22,40,97,36,211.0,42.2,C,1.6879999999999997,FAIL
58,56,61,30,55,260.0,52.0,C+,2.08,FAIL
29,2,40,90,26,187.0,37.4,C,1.496,FAIL
55,76,34,21,53,239.0,47.8,C,1.912,FAIL
57,98,47,88,33,323.0,64.6,B,2.5840000000000005,FAIL
85,38,46,81,20,270.0,54.0,C+,2.16,FAIL
18,57,89,46,36,246.0,49.2,C,1.9680000000000002,FAIL
14,16,2,86,99,217.0,43.4,C,1.736,FAIL
89,16,98,82,69,354.0,70.8,B+,2.832,FAIL
11,10,44,10,52,127.0,25.4,NG,1.016,FAIL
92,68,76,93,32,361.0,72.2,B+,2.888,FAIL
2,49,24,54,50,179.0,35.8,C,1.432,FAIL
46,98,44,88,36,312.0,62.4,B,2.496,PASS
19,31,65,70,59,244.0,48.8,C,1.952,FAIL
44,96,43,44,7,234.0,46.8,C,1.872,FAIL
45,55,55,69,93,317.0,63.4,B,2.536,PASS
41,51,95,81,26,294.0,58.8,C+,2.352,FAIL
13,29,0,61,90,193.0,38.6,C,1.544,FAIL
90,48,44,17,93,292.0,58.4,C+,2.336,FAIL
22,37,70,43,35,207.0,41.4,C,1.656,FAIL
6,55,2,66,67,196.0,39.2,C,1.568,FAIL
49,0,91,85,10,235.0,47.0,C,1.88,FAIL
26,81,40,15,36,198.0,39.6,C,1.584,FAIL
46,92,25,83,69,315.0,63.0,B,2.52,FAIL
18,36,13,25,75,167.0,33.4,NG,1.3359999999999999,FAIL
17,53,89,68,87,314.0,62.8,B,2.512,FAIL
1,17,3,58,50,129.0,25.8,NG,1.032,FAIL
87,82,88,20,33,310.0,62.0,B,2.48,FAIL
89,24,31,37,13,194.0,38.8,C,1.5520000000000003,FAIL
55,67,4,71,68,265.0,53.0,C+,2.12,FAIL
74,0,72,41,78,265.0,53.0,C+,2.12,FAIL
54,78,6,81,22,241.0,48.2,C,1.928,FAIL
49,70,85,37,69,310.0,62.0,B,2.48,PASS
86,53,20,30,72,261.0,52.2,C+,2.088,FAIL
80,6,89,46,4,225.0,45.0,C,1.8,FAIL
88,9,81,20,80,278.0,55.6,C+,2.224,FAIL
17,59,45,26,74,221.0,44.2,C,1.768,FAIL
22,76,96,89,86,369.0,73.8,B+,2.952,FAIL
84,61,42,64,22,273.0,54.6,C+,2.184,FAIL
89,85,3,97,8,282.0,56.4,C+,2.256,FAIL
87,7,73,50,62,279.0,55.8,C+,2.232,FAIL
44,88,55,17,59,263.0,52.6,C+,2.104,FAIL
82,79,18,68,41,288.0,57.6,C+,2.304,FAIL
72,13,11,41,14,151.0,30.2,NG,1.208,FAIL
47,4,17,90,52,210.0,42.0,C,1.68,FAIL
5,99,45,15,87,251.0,50.2,C+,2.008,FAIL
54,11,38,57,43,203.0,40.6,C,1.624,FAIL
61,41,12,37,97,248.0,49.6,C,1.984,FAIL
11,74,83,60,45,273.0,54.6,C+,2.184,FAIL
83,33,51,56,30,253.0,50.6,C+,2.024,FAIL
71,53,72,76,20,292.0,58.4,C+,2.336,FAIL
96,6,1,67,59,229.0,45.8,C,1.832,FAIL
2,12,43,66,59,182.0,36.4,C,1.456,FAIL
25,29,34,46,55,189.0,37.8,C,1.5119999999999998,FAIL
13,18,21,26,48,126.0,25.2,NG,1.008,FAIL
81,24,28,9,49,191.0,38.2,C,1.528,FAIL
25,95,30,29,84,263.0,52.6,C+,2.104,FAIL
41,15,57,75,83,271.0,54.2,C+,2.168,FAIL
39,13,7,35,12,106.0,21.2,NG,0.848,FAIL
63,87,62,75,30,317.0,63.4,B,2.536,FAIL
45,12,7,57,76,197.0,39.4,C,1.5759999999999998,FAIL
10,57,84,97,48,296.0,59.2,C+,2.368,FAIL
75,11,35,23,38,182.0,36.4,C,1.456,FAIL
84,35,3,33,76,231.0,46.2,C,1.848,FAIL
91,44,58,16,20,229.0,45.8,C,1.832,FAIL
76,31,97,25,47,276.0,55.2,C+,2.208,FAIL
80,92,88,61,37,358.0,71.6,B+,2.864,PASS
53,19,2,8,30,112.0,22.4,NG,0.8960000000000001,FAIL
17,0,36,78,30,161.0,32.2,NG,1.288,FAIL
86,71,53,1,52,263.0,52.6,C+,2.104,FAIL
68,65,96,33,28,290.0,58.0,C+,2.32,FAIL
13,87,87,35,50,272.0,54.4,C+,2.176,FAIL
17,9,47,89,19,181.0,36.2,C,1.4479999999999997,FAIL
78,70,56,79,38,321.0,64.2,B,2.568,PASS
72,4,91,70,50,287.0,57.4,C+,2.296,FAIL
35,8,16,56,66,181.0,36.2,C,1.4479999999999997,FAIL
28,87,41,96,69,321.0,64.2,B,2.568,FAIL
88,94,8,72,83,345.0,69.0,B,2.76,FAIL
2,74,95,44,60,275.0,55.0,C+,2.2,FAIL
72,45,17,0,1,135.0,27.0,NG,1.08,FAIL
3,10,61,25,31,130.0,26.0,NG,1.04,FAIL
70,99,75,67,45,356.0,71.2,B+,2.8480000000000003,PASS
42,33,21,19,33,148.0,29.6,NG,1.184,FAIL
81,49,84,75,61,350.0,70.0,B+,2.8,PASS
7,81,26,55,42,211.0,42.2,C,1.6879999999999997,FAIL
30,13,69,55,26,193.0,38.6,C,1.544,FAIL
35,63,23,38,90,249.0,49.8,C,1.992,FAIL
68,53,53,76,19,269.0,53.8,C+,2.152,FAIL
27,29,98,0,73,227.0,45.4,C,1.8159999999999998,FAIL
20,60,2,7,1,90.0,18.0,NG,0.72,FAIL
46,6,25,56,49,182.0,36.4,C,1.456,FAIL
92,86,48,4,7,237.0,47.4,C,1.896,FAIL
3,84,17,5,85,194.0,38.8,C,1.5520000000000003,FAIL
53,27,22,25,34,161.0,32.2,NG,1.288,FAIL
2,17,62,90,28,199.0,39.8,C,1.592,FAIL
18,95,32,56,37,238.0,47.6,C,1.9039999999999997,FAIL
62,48,97,50,94,351.0,70.2,B+,2.8079999999999994,PASS
4,54,94,2,52,206.0,41.2,C,1.648,FAIL
96,34,59,19,0,208.0,41.6,C,1.6640000000000001,FAIL
65,17,35,21,72,210.0,42.0,C,1.68,FAIL
16,24,39,96,39,214.0,42.8,C,1.712,FAIL
6,49,37,0,77,169.0,33.8,NG,1.352,FAIL
18,96,35,54,6,209.0,41.8,C,1.672,FAIL
0,45,9,29,6,89.0,17.8,NG,0.7120000000000001,FAIL
93,49,96,68,52,358.0,71.6,B+,2.864,PASS
65,90,83,39,94,371.0,74.2,B+,2.968,PASS
13,99,29,94,89,324.0,64.8,B,2.592,FAIL
20,59,89,60,5,233.0,46.6,C,1.864,FAIL
29,82,56,2,32,201.0,40.2,C,1.608,FAIL
57,91,24,21,58,251.0,50.2,C+,2.008,FAIL
1,68,0,70,40,179.0,35.8,C,1.432,FAIL
41,46,17,6,29,139.0,27.8,NG,1.112,FAIL
2,24,74,22,81,203.0,40.6,C,1.624,FAIL
17,78,79,51,66,291.0,58.2,C+,2.328,FAIL
83,29,81,37,81,311.0,62.2,B,2.488,FAIL
18,19,14,41,27,119.0,23.8,NG,0.9519999999999998,FAIL
3,6,73,57,94,233.0,46.6,C,1.864,FAIL
77,77,50,46,50,300.0,60.0,B,2.4,PASS
64,60,4,38,20,186.0,37.2,C,1.4880000000000002,FAIL
5,59,56,58,77,255.0,51.0,C+,2.04,FAIL
72,2,87,48,58,267.0,53.4,C+,2.136,FAIL
90,4,10,32,64,200.0,40.0,C,1.6,FAIL
70,75,14,30,24,213.0,42.6,C,1.704,FAIL
20,5,44,62,98,229.0,45.8,C,1.832,FAIL
59,8,73,52,19,211.0,42.2,C,1.6879999999999997,FAIL
38,61,75,85,47,306.0,61.2,B,2.448,PASS
30,17,65,63,51,226.0,45.2,C,1.808,FAIL
69,2,17,60,8,156.0,31.2,NG,1.248,FAIL
3,91,92,0,34,220.0,44.0,C,1.76,FAIL
86,38,19,19,29,191.0,38.2,C,1.528,FAIL
96,32,42,98,38,306.0,61.2,B,2.448,FAIL
35,42,22,33,24,156.0,31.2,NG,1.248,FAIL
37,81,85,3,95,301.0,60.2,B,2.408,FAIL
15,94,18,95,62,284.0,56.8,C+,2.272,FAIL
56,17,72,87,96,328.0,65.6,B,2.6240000000000006,FAIL
58,39,89,88,88,362.0,72.4,B+,2.8959999999999995,PASS
94,0,66,94,90,344.0,68.8,B,2.752,FAIL
83,77,92,38,44,334.0,66.8,B,2.6719999999999997,PASS
77,16,44,9,56,202.0,40.4,C,1.6160000000000003,FAIL
0,23,57,91,16,187.0,37.4,C,1.496,FAIL
8,22,67,30,42,169.0,33.8,NG,1.352,FAIL
17,1,98,90,10,216.0,43.2,C,1.7280000000000002,FAIL
53,67,81,70,62,333.0,66.6,B,2.664,PASS
59,30,8,97,56,250.0,50.0,C+,2.0,FAIL
18,84,8,31,58,199.0,39.8,C,1.592,FAIL
23,34,26,23,79,185.0,37.0,C,1.48,FAIL
59,95,12,9,90,265.0,53.0,C+,2.12,FAIL
70,97,92,94,74,427.0,85.4,A,3.4159999999999995,PASS
91,36,97,53,71,348.0,69.6,B,2.784,PASS
37,80,23,69,28,237.0,47.4,C,1.896,FAIL
31,3,35,43,90,202.0,40.4,C,1.6160000000000003,FAIL
71,53,28,58,17,227.0,45.4,C,1.8159999999999998,FAIL
83,36,78,93,78,368.0,73.6,B+,2.944,PASS
52,16,66,91,33,258.0,51.6,C+,2.064,FAIL
70,4,31,51,50,206.0,41.2,C,1.648,FAIL
55,46,11,84,77,273.0,54.6,C+,2.184,FAIL
85,27,15,98,98,323.0,64.6,B,2.5840000000000005,FAIL
77,17,16,19,14,143.0,28.6,NG,1.144,FAIL
92,64,99,21,68,344.0,68.8,B,2.752,FAIL
39,55,23,97,2,216.0,43.2,C,1.7280000000000002,FAIL
25,91,79,9,93,297.0,59.4,C+,2.376,FAIL
30,90,84,32,52,288.0,57.6,C+,2.304,FAIL
80,73,26,65,93,337.0,67.4,B,2.696,FAIL
42,16,54,78,88,278.0,55.6,C+,2.224,FAIL
91,76,80,84,1,332.0,66.4,B,2.656,FAIL
41,79,10,35,61,226.0,45.2,C,1.808,FAIL
25,74,16,44,89,248.0,49.6,C,1.984,FAIL
96,29,99,78,35,337.0,67.4,B,2.696,FAIL
82,81,79,6,15,263.0,52.6,C+,2.104,FAIL
51,77,5,89,68,290.0,58.0,C+,2.32,FAIL
83,56,62,84,31,316.0,63.2,B,2.528,FAIL
74,43,44,21,16,198.0,39.6,C,1.584,FAIL
95,51,42,53,53,294.0,58.8,C+,2.352,PASS
22,98,44,88,98,350.0,70.0,B+,2.8,FAIL
74,39,62,29,35,239.0,47.8,C,1.912,FAIL
38,29,27,39,83,216.0,43.2,C,1.7280000000000002,FAIL
47,22,96,64,39,268.0,53.6,C+,2.144,FAIL
7,77,31,85,14,214.0,42.8,C,1.712,FAIL
67,85,15,18,53,238.0,47.6,C,1.9039999999999997,FAIL
74,5,60,20,71,230.0,46.0,C,1.84,FAIL
52,73,64,68,17,274.0,54.8,C+,2.192,FAIL
89,34,19,3,81,226.0,45.2,C,1.808,FAIL
96,6,22,47,99,270.0,54.0,C+,2.16,FAIL
0,63,53,69,51,236.0,47.2,C,1.888,FAIL
24,0,53,19,2,98.0,19.6,NG,0.784,FAIL
11,32,71,70,50,234.0,46.8,C,1.872,FAIL
40,94,8,94,51,287.0,57.4,C+,2.296,FAIL
0,77,10,89,61,237.0,47.4,C,1.896,FAIL
97,35,25,63,53,273.0,54.6,C+,2.184,FAIL
82,88,18,63,9,260.0,52.0,C+,2.08,FAIL
14,75,76,51,25,241.0,48.2,C,1.928,FAIL
36,6,49,70,10,171.0,34.2,NG,1.368,FAIL
45,98,72,18,74,307.0,61.4,B,2.456,FAIL
53,77,80,31,93,334.0,66.8,B,2.6719999999999997,FAIL
16,27,43,72,58,216.0,43.2,C,1.7280000000000002,FAIL
95,82,75,54,54,360.0,72.0,B+,2.88,PASS
1,7,81,43,20,152.0,30.4,NG,1.216,FAIL
74,51,9,33,21,188.0,37.6,C,1.504,FAIL
49,17,72,85,22,245.0,49.0,C,1.96,FAIL
32,98,73,41,39,283.0,56.6,C+,2.264,FAIL
98,54,45,26,42,265.0,53.0,C+,2.12,FAIL
35,74,71,2,26,208.0,41.6,C,1.6640000000000001,FAIL
79,63,45,74,43,304.0,60.8,B,2.432,PASS
76,98,73,48,12,307.0,61.4,B,2.456,FAIL
48,8,13,44,10,123.0,24.6,NG,0.9840000000000001,FAIL
36,49,44,80,23,232.0,46.4,C,1.8560000000000003,FAIL
10,15,74,19,11,129.0,25.8,NG,1.032,FAIL
37,35,86,22,64,244.0,48.8,C,1.952,FAIL
36,44,30,53,52,215.0,43.0,C,1.72,FAIL
13,42,28,39,38,160.0,32.0,NG,1.28,FAIL
71,20,93,25,32,241.0,48.2,C,1.928,FAIL
4,5,81,70,83,243.0,48.6,C,1.944,FAIL
74,27,79,40,43,263.0,52.6,C+,2.104,FAIL
0,32,9,83,83,207.0,41.4,C,1.656,FAIL
47,54,59,67,42,269.0,53.8,C+,2.152,PASS
28,81,83,75,38,305.0,61.0,B,2.44,FAIL
88,45,55,23,77,288.0,57.6,C+,2.304,FAIL
7,81,45,8,98,239.0,47.8,C,1.912,FAIL
98,38,71,74,46,327.0,65.4,B,2.616,PASS
25,42,16,90,7,180.0,36.0,C,1.44,FAIL
12,49,11,90,18,180.0,36.0,C,1.44,FAIL
17,29,64,68,29,207.0,41.4,C,1.656,FAIL
38,12,83,20,22,175.0,35.0,C,1.4,FAIL
26,37,71,78,31,243.0,48.6,C,1.944,FAIL
35,60,13,96,98,302.0,60.4,B,2.416,FAIL
58,46,31,21,68,224.0,44.8,C,1.7920000000000003,FAIL
68,59,61,39,90,317.0,63.4,B,2.536,PASS
88,82,17,78,87,352.0,70.4,B+,2.816,FAIL
69,42,28,62,69,270.0,54.0,C+,2.16,FAIL
59,34,99,13,39,244.0,48.8,C,1.952,FAIL
23,2,58,70,52,205.0,41.0,C,1.64,FAIL
99,79,78,40,8,304.0,60.8,B,2.432,FAIL
34,1,87,7,24,153.0,30.6,NG,1.224,FAIL
23,99,8,21,52,203.0,40.6,C,1.624,FAIL
78,26,87,53,37,281.0,56.2,C+,2.248,FAIL
36,0,83,6,84,209.0,41.8,C,1.672,FAIL
44,40,87,15,41,227.0,45.4,C,1.8159999999999998,FAIL
44,87,98,19,28,276.0,55.2,C+,2.208,FAIL
32,87,59,32,36,246.0,49.2,C,1.9680000000000002,FAIL
92,19,19,37,17,184.0,36.8,C,1.472,FAIL
72,13,13,77,69,244.0,48.8,C,1.952,FAIL
60,23,52,30,50,215.0,43.0,C,1.72,FAIL
99,71,37,20,9,236.0,47.2,C,1.888,FAIL
57,90,64,64,74,349.0,69.8,B,2.792,PASS
19,75,3,58,3,158.0,31.6,NG,1.264,FAIL
35,17,9,58,29,148.0,29.6,NG,1.184,FAIL
47,84,88,62,3,284.0,56.8,C+,2.272,FAIL
60,96,89,34,94,373.0,74.6,B+,2.984,FAIL
11,88,38,43,80,260.0,52.0,C+,2.08,FAIL
34,17,14,64,81,210.0,42.0,C,1.68,FAIL
62,31,21,48,13,175.0,35.0,C,1.4,FAIL
5,19,7,2,87,120.0,24.0,NG,0.96,FAIL
88,44,80,12,21,245.0,49.0,C,1.96,FAIL
67,70,68,11,6,222.0,44.4,C,1.776,FAIL
60,9,30,84,53,236.0,47.2,C,1.888,FAIL
54,28,35,15,59,191.0,38.2,C,1.528,FAIL
38,66,50,66,56,276.0,55.2,C+,2.208,PASS
10,83,57,43,53,246.0,49.2,C,1.9680000000000002,FAIL
11,28,94,12,78,223.0,44.6,C,1.784,FAIL
92,60,68,88,66,374.0,74.8,B+,2.992,PASS
50,56,96,38,83,323.0,64.6,B,2.5840000000000005,PASS
69,82,0,67,59,277.0,55.4,C+,2.216,FAIL
12,91,16,89,55,263.0,52.6,C+,2.104,FAIL
36,76,3,13,23,151.0,30.2,NG,1.208,FAIL
43,90,71,19,43,266.0,53.2,C+,2.128,FAIL
19,44,15,48,39,165.0,33.0,NG,1.32,FAIL
37,94,97,14,40,282.0,56.4,C+,2.256,FAIL
4,23,36,2,74,139.0,27.8,NG,1.112,FAIL
35,3,0,43,0,81.0,16.2,NG,0.648,FAIL
24,36,31,45,59,195.0,39.0,C,1.56,FAIL
51,71,36,34,70,262.0,52.4,C+,2.096,FAIL
72,86,50,43,86,337.0,67.4,B,2.696,PASS
36,30,71,63,46,246.0,49.2,C,1.9680000000000002,FAIL
43,0,85,56,59,243.0,48.6,C,1.944,FAIL
81,98,93,63,54,389.0,77.8,B+,3.112,PASS
97,22,38,86,85,328.0,65.6,B,2.6240000000000006,FAIL
12,63,84,31,59,249.0,49.8,C,1.992,FAIL
95,30,62,15,70,272.0,54.4,C+,2.176,FAIL
53,29,12,41,2,137.0,27.4,NG,1.096,FAIL
68,6,98,47,39,258.0,51.6,C+,2.064,FAIL
6,80,80,0,16,182.0,36.4,C,1.456,FAIL
40,87,22,74,3,226.0,45.2,C,1.808,FAIL
79,13,19,12,86,209.0,41.8,C,1.672,FAIL
20,13,69,71,34,207.0,41.4,C,1.656,FAIL
88,52,28,97,74,339.0,67.8,B,2.7120000000000006,FAIL
18,41,81,85,4,229.0,45.8,C,1.832,FAIL
48,12,45,69,9,183.0,36.6,C,1.464,FAIL
18,60,67,71,20,236.0,47.2,C,1.888,FAIL
42,93,77,90,74,376.0,75.2,B+,3.008,PASS
36,92,67,3,24,222.0,44.4,C,1.776,FAIL
82,3,46,14,12,157.0,31.4,NG,1.256,FAIL
4,23,47,48,91,213.0,42.6,C,1.704,FAIL
81,9,86,80,39,295.0,59.0,C+,2.36,FAIL
18,37,93,51,97,296.0,59.2,C+,2.368,FAIL
46,71,74,54,23,268.0,53.6,C+,2.144,FAIL
88,78,53,8,8,235.0,47.0,C,1.88,FAIL
82,25,5,23,14,149.0,29.8,NG,1.192,FAIL
72,46,95,49,45,307.0,61.4,B,2.456,PASS
24,98,7,48,1,178.0,35.6,C,1.4240000000000002,FAIL
95,18,71,30,55,269.0,53.8,C+,2.152,FAIL
44,46,43,90,13,236.0,47.2,C,1.888,FAIL
57,2,24,62,40,185.0,37.0,C,1.48,FAIL
65,8,53,37,63,226.0,45.2,C,1.808,FAIL
2,24,45,31,8,110.0,22.0,NG,0.88,FAIL
43,59,63,34,71,270.0,54.0,C+,2.16,FAIL
0,81,15,36,89,221.0,44.2,C,1.768,FAIL
