Physics,Chemistry,Math,Computer,Average Marks,Total Marks,Percentages %,Grades,Final Results
45,59,34,12,37.5,150.0,37.5,C,FAIL
20,9,33,71,33.25,133.0,33.25,NG,FAIL
44,30,18,5,24.25,97.0,24.25,NG,FAIL
37,58,93,30,54.5,218.0,54.5,C+,FAIL
87,47,14,75,55.75,223.0,55.75,C+,FAIL
99,88,4,57,62.0,248.0,62.0,B,FAIL
92,5,22,20,34.75,139.0,34.75,NG,FAIL
19,7,58,5,22.25,89.0,22.25,NG,FAIL
9,35,88,90,55.5,222.0,55.5,C+,FAIL
8,4,66,65,35.75,143.0,35.75,C,FAIL
4,51,66,73,48.5,194.0,48.5,C,FAIL
57,24,29,15,31.25,125.0,31.25,NG,FAIL
4,72,12,85,43.25,173.0,43.25,C,FAIL
3,48,81,77,52.25,209.0,52.25,C+,FAIL
34,91,99,99,80.75,323.0,80.75,A,FAIL
57,0,36,84,44.25,177.0,44.25,C,FAIL
79,90,57,95,80.25,321.0,80.25,A,PASS
23,70,36,41,42.5,170.0,42.5,C,FAIL
50,94,91,45,70.0,280.0,70.0,B+,PASS
67,40,67,27,50.25,201.0,50.25,C+,FAIL
57,99,49,10,53.75,215.0,53.75,C+,FAIL
98,45,22,6,42.75,171.0,42.75,C,FAIL
86,7,10,94,49.25,197.0,49.25,C,FAIL
95,15,71,19,50.0,200.0,50.0,C+,FAIL
14,78,4,17,28.25,113.0,28.25,NG,FAIL
69,2,48,13,33.0,132.0,33.0,NG,FAIL
90,75,93,60,79.5,318.0,79.5,B+,PASS
40,1,46,5,23.0,92.0,23.0,NG,FAIL
97,28,62,81,67.0,268.0,67.0,B,FAIL
63,48,95,84,72.5,290.0,72.5,B+,PASS
67,90,16,62,58.75,235.0,58.75,C+,FAIL
89,15,89,66,64.75,259.0,64.75,B,FAIL
62,81,25,75,60.75,243.0,60.75,B,FAIL
92,29,54,46,55.25,221.0,55.25,C+,FAIL
28,67,4,88,46.75,187.0,46.75,C,FAIL
37,3,95,21,39.0,156.0,39.0,C,FAIL
31,79,76,86,68.0,272.0,68.0,B,FAIL
81,86,50,36,63.25,253.0,63.25,B,PASS
12,98,46,88,61.0,244.0,61.0,B,FAIL
72,26,28,31,39.25,157.0,39.25,C,FAIL
24,32,3,4,15.75,63.0,15.75,NG,FAIL
84,52,26,85,61.75,247.0,61.75,B,FAIL
7,55,37,3,25.5,102.0,25.5,NG,FAIL
65,45,62,80,63.0,252.0,63.0,B,PASS
87,23,53,65,57.0,228.0,57.0,C+,FAIL
56,4,90,6,39.0,156.0,39.0,C,FAIL
30,52,83,19,46.0,184.0,46.0,C,FAIL
81,64,33,4,45.5,182.0,45.5,C,FAIL
70,87,9,12,44.5,178.0,44.5,C,FAIL
15,44,91,51,50.25,201.0,50.25,C+,FAIL
68,16,84,69,59.25,237.0,59.25,C+,FAIL
66,29,65,25,46.25,185.0,46.25,C,FAIL
25,14,67,18,31.0,124.0,31.0,NG,FAIL
80,95,55,54,71.0,284.0,71.0,B+,PASS
55,99,80,62,74.0,296.0,74.0,B+,PASS
57,35,92,5,47.25,189.0,47.25,C,FAIL
14,12,59,41,31.5,126.0,31.5,NG,FAIL
22,63,42,73,50.0,200.0,50.0,C+,FAIL
62,23,34,15,33.5,134.0,33.5,NG,FAIL
19,60,58,71,52.0,208.0,52.0,C+,FAIL
87,0,89,35,52.75,211.0,52.75,C+,FAIL
43,40,95,86,66.0,264.0,66.0,B,PASS
43,6,17,51,29.25,117.0,29.25,NG,FAIL
20,25,58,26,32.25,129.0,32.25,NG,FAIL
90,0,6,64,40.0,160.0,40.0,C,FAIL
10,88,27,0,31.25,125.0,31.25,NG,FAIL
33,46,89,42,52.5,210.0,52.5,C+,FAIL
40,20,2,84,36.5,146.0,36.5,C,FAIL
81,18,63,56,54.5,218.0,54.5,C+,FAIL
26,12,98,87,55.75,223.0,55.75,C+,FAIL
66,90,83,51,72.5,290.0,72.5,B+,PASS
85,56,27,48,54.0,216.0,54.0,C+,FAIL
30,72,49,15,41.5,166.0,41.5,C,FAIL
59,16,66,3,36.0,144.0,36.0,C,FAIL
96,33,48,30,51.75,207.0,51.75,C+,FAIL
58,55,16,64,48.25,193.0,48.25,C,FAIL
29,32,42,69,43.0,172.0,43.0,C,FAIL
20,67,89,22,49.5,198.0,49.5,C,FAIL
10,39,68,99,54.0,216.0,54.0,C+,FAIL
56,87,65,29,59.25,237.0,59.25,C+,FAIL
66,95,2,9,43.0,172.0,43.0,C,FAIL
69,36,72,60,59.25,237.0,59.25,C+,PASS
1,97,29,18,36.25,145.0,36.25,C,FAIL
99,82,9,92,70.5,282.0,70.5,B+,FAIL
85,1,71,13,42.5,170.0,42.5,C,FAIL
21,25,77,73,49.0,196.0,49.0,C,FAIL
56,66,0,86,52.0,208.0,52.0,C+,FAIL
76,24,54,56,52.5,210.0,52.5,C+,FAIL
18,70,36,1,31.25,125.0,31.25,NG,FAIL
48,47,6,42,35.75,143.0,35.75,C,FAIL
83,36,52,19,47.5,190.0,47.5,C,FAIL
29,29,11,60,32.25,129.0,32.25,NG,FAIL
39,1,78,6,31.0,124.0,31.0,NG,FAIL
74,30,53,37,48.5,194.0,48.5,C,FAIL
75,59,98,84,79.0,316.0,79.0,B+,PASS
43,59,17,61,45.0,180.0,45.0,C,FAIL
68,64,13,27,43.0,172.0,43.0,C,FAIL
69,79,17,79,61.0,244.0,61.0,B,FAIL
64,18,57,36,43.75,175.0,43.75,C,FAIL
61,23,82,11,44.25,177.0,44.25,C,FAIL
60,82,3,71,54.0,216.0,54.0,C+,FAIL
81,40,82,41,61.0,244.0,61.0,B,PASS
88,94,5,21,52.0,208.0,52.0,C+,FAIL
94,26,39,70,57.25,229.0,57.25,C+,FAIL
54,80,88,58,70.0,280.0,70.0,B+,PASS
77,90,3,3,43.25,173.0,43.25,C,FAIL
22,20,61,51,38.5,154.0,38.5,C,FAIL
36,86,37,72,57.75,231.0,57.75,C+,PASS
71,82,87,99,84.75,339.0,84.75,A,PASS
2,38,93,64,49.25,197.0,49.25,C,FAIL
40,8,2,71,30.25,121.0,30.25,NG,FAIL
54,47,47,79,56.75,227.0,56.75,C+,PASS
45,16,69,74,51.0,204.0,51.0,C+,FAIL
54,31,51,41,44.25,177.0,44.25,C,FAIL
88,29,63,97,69.25,277.0,69.25,B,FAIL
58,13,27,68,41.5,166.0,41.5,C,FAIL
62,25,70,77,58.5,234.0,58.5,C+,FAIL
69,30,23,73,48.75,195.0,48.75,C,FAIL
16,85,13,1,28.75,115.0,28.75,NG,FAIL
61,96,61,59,69.25,277.0,69.25,B,PASS
50,62,12,10,33.5,134.0,33.5,NG,FAIL
11,20,36,66,33.25,133.0,33.25,NG,FAIL
5,44,65,48,40.5,162.0,40.5,C,FAIL
97,60,2,41,50.0,200.0,50.0,C+,FAIL
72,65,98,43,69.5,278.0,69.5,B,PASS
89,94,59,92,83.5,334.0,83.5,A,PASS
22,70,79,6,44.25,177.0,44.25,C,FAIL
1,68,56,67,48.0,192.0,48.0,C,FAIL
10,70,15,84,44.75,179.0,44.75,C,FAIL
67,86,70,32,63.75,255.0,63.75,B,FAIL
92,2,84,0,44.5,178.0,44.5,C,FAIL
81,46,69,76,68.0,272.0,68.0,B,PASS
99,60,82,35,69.0,276.0,69.0,B,PASS
68,11,61,70,52.5,210.0,52.5,C+,FAIL
46,63,32,71,53.0,212.0,53.0,C+,FAIL
53,94,85,17,62.25,249.0,62.25,B,FAIL
17,48,40,8,28.25,113.0,28.25,NG,FAIL
57,63,65,37,55.5,222.0,55.5,C+,PASS
28,41,67,84,55.0,220.0,55.0,C+,FAIL
14,90,84,40,57.0,228.0,57.0,C+,FAIL
93,92,61,8,63.5,254.0,63.5,B,FAIL
18,54,1,65,34.5,138.0,34.5,NG,FAIL
18,67,16,36,34.25,137.0,34.25,NG,FAIL
42,4,92,57,48.75,195.0,48.75,C,FAIL
74,33,84,51,60.5,242.0,60.5,B,FAIL
88,60,80,66,73.5,294.0,73.5,B+,PASS
59,94,5,66,56.0,224.0,56.0,C+,FAIL
45,0,89,91,56.25,225.0,56.25,C+,FAIL
20,37,86,75,54.5,218.0,54.5,C+,FAIL
97,64,53,92,76.5,306.0,76.5,B+,PASS
67,40,90,32,57.25,229.0,57.25,C+,FAIL
31,84,11,2,32.0,128.0,32.0,NG,FAIL
48,92,14,70,56.0,224.0,56.0,C+,FAIL
29,30,72,59,47.5,190.0,47.5,C,FAIL
21,3,68,14,26.5,106.0,26.5,NG,FAIL
42,31,18,1,23.0,92.0,23.0,NG,FAIL
30,16,56,27,32.25,129.0,32.25,NG,FAIL
21,87,77,33,54.5,218.0,54.5,C+,FAIL
4,41,18,74,34.25,137.0,34.25,NG,FAIL
95,81,72,32,70.0,280.0,70.0,B+,FAIL
84,75,18,69,61.5,246.0,61.5,B,FAIL
17,87,65,8,44.25,177.0,44.25,C,FAIL
83,65,59,52,64.75,259.0,64.75,B,PASS
8,62,49,85,51.0,204.0,51.0,C+,FAIL
7,56,14,78,38.75,155.0,38.75,C,FAIL
31,41,12,54,34.5,138.0,34.5,NG,FAIL
85,29,39,57,52.5,210.0,52.5,C+,FAIL
16,18,70,80,46.0,184.0,46.0,C,FAIL
13,93,48,27,45.25,181.0,45.25,C,FAIL
11,33,74,2,30.0,120.0,30.0,NG,FAIL
14,88,91,94,71.75,287.0,71.75,B+,FAIL
90,28,91,28,59.25,237.0,59.25,C+,FAIL
38,88,0,95,55.25,221.0,55.25,C+,FAIL
13,41,61,49,41.0,164.0,41.0,C,FAIL
10,66,44,76,49.0,196.0,49.0,C,FAIL
77,6,78,40,50.25,201.0,50.25,C+,FAIL
7,93,58,76,58.5,234.0,58.5,C+,FAIL
20,4,78,80,45.5,182.0,45.5,C,FAIL
84,65,56,19,56.0,224.0,56.0,C+,FAIL
51,76,20,77,56.0,224.0,56.0,C+,FAIL
88,47,76,15,56.5,226.0,56.5,C+,FAIL
1,41,69,90,50.25,201.0,50.25,C+,FAIL
59,93,63,97,78.0,312.0,78.0,B+,PASS
96,12,10,34,38.0,152.0,38.0,C,FAIL
9,15,65,33,30.5,122.0,30.5,NG,FAIL
71,50,55,24,50.0,200.0,50.0,C+,FAIL
60,53,23,27,40.75,163.0,40.75,C,FAIL
92,57,6,18,43.25,173.0,43.25,C,FAIL
13,99,96,71,69.75,279.0,69.75,B,FAIL
39,89,55,53,59.0,236.0,59.0,C+,PASS
71,54,84,63,68.0,272.0,68.0,B,PASS
40,10,89,26,41.25,165.0,41.25,C,FAIL
23,98,17,14,38.0,152.0,38.0,C,FAIL
15,65,98,71,62.25,249.0,62.25,B,FAIL
33,98,74,1,51.5,206.0,51.5,C+,FAIL
71,65,75,51,65.5,262.0,65.5,B,PASS
58,14,22,18,28.0,112.0,28.0,NG,FAIL
81,29,50,95,63.75,255.0,63.75,B,FAIL
66,54,82,59,65.25,261.0,65.25,B,PASS
29,48,81,47,51.25,205.0,51.25,C+,FAIL
49,39,62,42,48.0,192.0,48.0,C,PASS
42,1,77,22,35.5,142.0,35.5,C,FAIL
20,74,48,5,36.75,147.0,36.75,C,FAIL
14,27,5,37,20.75,83.0,20.75,NG,FAIL
0,95,11,43,37.25,149.0,37.25,C,FAIL
21,99,10,12,35.5,142.0,35.5,C,FAIL
42,68,38,44,48.0,192.0,48.0,C,PASS
78,30,56,25,47.25,189.0,47.25,C,FAIL
9,22,50,21,25.5,102.0,25.5,NG,FAIL
22,96,13,32,40.75,163.0,40.75,C,FAIL
95,49,98,58,75.0,300.0,75.0,B+,PASS
19,14,10,32,18.75,75.0,18.75,NG,FAIL
51,26,32,15,31.0,124.0,31.0,NG,FAIL
42,96,54,98,72.5,290.0,72.5,B+,PASS
50,29,74,32,46.25,185.0,46.25,C,FAIL
7,69,48,3,31.75,127.0,31.75,NG,FAIL
66,91,8,56,55.25,221.0,55.25,C+,FAIL
31,53,28,67,44.75,179.0,44.75,C,FAIL
2,1,78,47,32.0,128.0,32.0,NG,FAIL
55,33,23,32,35.75,143.0,35.75,C,FAIL
36,38,98,77,62.25,249.0,62.25,B,PASS
50,15,0,24,22.25,89.0,22.25,NG,FAIL
2,67,63,42,43.5,174.0,43.5,C,FAIL
82,94,37,62,68.75,275.0,68.75,B,PASS
66,67,90,11,58.5,234.0,58.5,C+,FAIL
87,39,59,75,65.0,260.0,65.0,B,PASS
28,48,43,29,37.0,148.0,37.0,C,FAIL
38,15,99,80,58.0,232.0,58.0,C+,FAIL
30,79,33,53,48.75,195.0,48.75,C,FAIL
67,29,84,85,66.25,265.0,66.25,B,FAIL
20,75,98,1,48.5,194.0,48.5,C,FAIL
42,39,97,49,56.75,227.0,56.75,C+,PASS
58,93,84,17,63.0,252.0,63.0,B,FAIL
18,79,59,13,42.25,169.0,42.25,C,FAIL
56,71,92,65,71.0,284.0,71.0,B+,PASS
0,22,77,72,42.75,171.0,42.75,C,FAIL
59,43,46,29,44.25,177.0,44.25,C,FAIL
83,23,40,61,51.75,207.0,51.75,C+,FAIL
13,99,71,1,46.0,184.0,46.0,C,FAIL
25,8,10,15,14.5,58.0,14.5,NG,FAIL
69,24,53,16,40.5,162.0,40.5,C,FAIL
64,72,84,15,58.75,235.0,58.75,C+,FAIL
48,39,80,27,48.5,194.0,48.5,C,FAIL
74,55,70,1,50.0,200.0,50.0,C+,FAIL
70,44,80,14,52.0,208.0,52.0,C+,FAIL
26,79,7,15,31.75,127.0,31.75,NG,FAIL
91,99,72,1,65.75,263.0,65.75,B,FAIL
51,95,14,97,64.25,257.0,64.25,B,FAIL
22,56,24,92,48.5,194.0,48.5,C,FAIL
36,48,2,49,33.75,135.0,33.75,NG,FAIL
27,40,1,2,17.5,70.0,17.5,NG,FAIL
47,79,21,38,46.25,185.0,46.25,C,FAIL
45,67,91,30,58.25,233.0,58.25,C+,FAIL
14,52,10,38,28.5,114.0,28.5,NG,FAIL
66,79,21,17,45.75,183.0,45.75,C,FAIL
40,99,57,0,49.0,196.0,49.0,C,FAIL
21,46,98,3,42.0,168.0,42.0,C,FAIL
37,65,33,23,39.5,158.0,39.5,C,FAIL
35,56,68,60,54.75,219.0,54.75,C+,PASS
41,7,3,18,17.25,69.0,17.25,NG,FAIL
1,13,16,45,18.75,75.0,18.75,NG,FAIL
91,91,29,56,66.75,267.0,66.75,B,FAIL
64,35,86,92,69.25,277.0,69.25,B,PASS
31,2,12,56,25.25,101.0,25.25,NG,FAIL
72,2,31,93,49.5,198.0,49.5,C,FAIL
0,83,59,45,46.75,187.0,46.75,C,FAIL
3,64,73,86,56.5,226.0,56.5,C+,FAIL
50,54,96,75,68.75,275.0,68.75,B,PASS
99,92,73,41,76.25,305.0,76.25,B+,PASS
7,19,40,20,21.5,86.0,21.5,NG,FAIL
12,87,17,36,38.0,152.0,38.0,C,FAIL
66,37,89,2,48.5,194.0,48.5,C,FAIL
91,42,56,19,52.0,208.0,52.0,C+,FAIL
59,78,17,60,53.5,214.0,53.5,C+,FAIL
24,99,13,25,40.25,161.0,40.25,C,FAIL
31,29,54,28,35.5,142.0,35.5,C,FAIL
54,20,36,19,32.25,129.0,32.25,NG,FAIL
70,60,48,80,64.5,258.0,64.5,B,PASS
88,61,56,16,55.25,221.0,55.25,C+,FAIL
99,94,36,41,67.5,270.0,67.5,B,PASS
42,29,47,63,45.25,181.0,45.25,C,FAIL
82,12,58,98,62.5,250.0,62.5,B,FAIL
92,9,61,39,50.25,201.0,50.25,C+,FAIL
30,12,70,17,32.25,129.0,32.25,NG,FAIL
76,95,9,22,50.5,202.0,50.5,C+,FAIL
86,7,13,65,42.75,171.0,42.75,C,FAIL
95,35,21,93,61.0,244.0,61.0,B,FAIL
69,40,7,27,35.75,143.0,35.75,C,FAIL
52,30,82,73,59.25,237.0,59.25,C+,FAIL
99,55,74,43,67.75,271.0,67.75,B,PASS
71,86,37,71,66.25,265.0,66.25,B,PASS
52,49,77,22,50.0,200.0,50.0,C+,FAIL
58,27,32,84,50.25,201.0,50.25,C+,FAIL
68,43,91,57,64.75,259.0,64.75,B,PASS
81,54,91,98,81.0,324.0,81.0,A,PASS
75,31,29,65,50.0,200.0,50.0,C+,FAIL
88,11,84,44,56.75,227.0,56.75,C+,FAIL
81,55,61,55,63.0,252.0,63.0,B,PASS
59,17,15,44,33.75,135.0,33.75,NG,FAIL
64,34,30,10,34.5,138.0,34.5,NG,FAIL
54,96,15,57,55.5,222.0,55.5,C+,FAIL
20,79,68,49,54.0,216.0,54.0,C+,FAIL
30,57,65,8,40.0,160.0,40.0,C,FAIL
61,32,46,98,59.25,237.0,59.25,C+,FAIL
68,41,22,20,37.75,151.0,37.75,C,FAIL
97,1,5,82,46.25,185.0,46.25,C,FAIL
63,2,15,57,34.25,137.0,34.25,NG,FAIL
14,24,21,39,24.5,98.0,24.5,NG,FAIL
73,5,84,91,63.25,253.0,63.25,B,FAIL
18,35,80,54,46.75,187.0,46.75,C,FAIL
17,47,92,94,62.5,250.0,62.5,B,FAIL
59,48,14,46,41.75,167.0,41.75,C,FAIL
41,62,61,26,47.5,190.0,47.5,C,FAIL
51,63,28,45,46.75,187.0,46.75,C,FAIL
70,57,99,40,66.5,266.0,66.5,B,PASS
54,78,68,84,71.0,284.0,71.0,B+,PASS
74,69,39,94,69.0,276.0,69.0,B,PASS
25,96,20,93,58.5,234.0,58.5,C+,FAIL
63,81,15,58,54.25,217.0,54.25,C+,FAIL
78,40,49,22,47.25,189.0,47.25,C,FAIL
78,87,26,69,65.0,260.0,65.0,B,FAIL
69,13,97,75,63.5,254.0,63.5,B,FAIL
94,87,96,63,85.0,340.0,85.0,A,PASS
12,81,79,93,66.25,265.0,66.25,B,FAIL
60,67,34,84,61.25,245.0,61.25,B,FAIL
97,95,53,83,82.0,328.0,82.0,A,PASS
40,74,0,32,36.5,146.0,36.5,C,FAIL
31,58,29,56,43.5,174.0,43.5,C,FAIL
27,92,17,89,56.25,225.0,56.25,C+,FAIL
33,5,21,62,30.25,121.0,30.25,NG,FAIL
31,14,4,0,12.25,49.0,12.25,NG,FAIL
37,28,32,43,35.0,140.0,35.0,C,FAIL
5,27,20,93,36.25,145.0,36.25,C,FAIL
36,70,13,78,49.25,197.0,49.25,C,FAIL
33,23,67,27,37.5,150.0,37.5,C,FAIL
28,64,81,15,47.0,188.0,47.0,C,FAIL
2,28,0,16,11.5,46.0,11.5,NG,FAIL
12,60,74,77,55.75,223.0,55.75,C+,FAIL
95,32,95,40,65.5,262.0,65.5,B,FAIL
97,77,72,30,69.0,276.0,69.0,B,FAIL
52,70,59,49,57.5,230.0,57.5,C+,PASS
41,9,56,39,36.25,145.0,36.25,C,FAIL
81,91,3,67,60.5,242.0,60.5,B,FAIL
43,98,69,11,55.25,221.0,55.25,C+,FAIL
49,29,50,30,39.5,158.0,39.5,C,FAIL
89,49,45,74,64.25,257.0,64.25,B,PASS
68,42,4,54,42.0,168.0,42.0,C,FAIL
30,36,63,16,36.25,145.0,36.25,C,FAIL
16,32,13,23,21.0,84.0,21.0,NG,FAIL
55,84,97,46,70.5,282.0,70.5,B+,PASS
72,79,69,21,60.25,241.0,60.25,B,FAIL
19,2,2,24,11.75,47.0,11.75,NG,FAIL
78,74,87,88,81.75,327.0,81.75,A,PASS
42,35,75,50,50.5,202.0,50.5,C+,PASS
54,16,13,16,24.75,99.0,24.75,NG,FAIL
91,84,0,48,55.75,223.0,55.75,C+,FAIL
1,57,11,20,22.25,89.0,22.25,NG,FAIL
3,97,44,84,57.0,228.0,57.0,C+,FAIL
13,45,84,16,39.5,158.0,39.5,C,FAIL
66,47,32,32,44.25,177.0,44.25,C,FAIL
69,61,19,1,37.5,150.0,37.5,C,FAIL
39,17,32,63,37.75,151.0,37.75,C,FAIL
68,29,8,96,50.25,201.0,50.25,C+,FAIL
11,15,82,94,50.5,202.0,50.5,C+,FAIL
33,58,41,12,36.0,144.0,36.0,C,FAIL
13,28,33,0,18.5,74.0,18.5,NG,FAIL
45,59,87,9,50.0,200.0,50.0,C+,FAIL
36,58,78,77,62.25,249.0,62.25,B,PASS
56,69,14,91,57.5,230.0,57.5,C+,FAIL
63,96,64,24,61.75,247.0,61.75,B,FAIL
50,35,70,12,41.75,167.0,41.75,C,FAIL
31,17,81,55,46.0,184.0,46.0,C,FAIL
39,47,96,91,68.25,273.0,68.25,B,PASS
88,69,23,28,52.0,208.0,52.0,C+,FAIL
47,36,61,87,57.75,231.0,57.75,C+,PASS
75,74,62,38,62.25,249.0,62.25,B,PASS
72,45,30,2,37.25,149.0,37.25,C,FAIL
49,59,93,44,61.25,245.0,61.25,B,PASS
87,5,37,42,42.75,171.0,42.75,C,FAIL
3,96,8,54,40.25,161.0,40.25,C,FAIL
86,17,82,79,66.0,264.0,66.0,B,FAIL
80,57,92,14,60.75,243.0,60.75,B,FAIL
80,70,52,37,59.75,239.0,59.75,C+,PASS
90,32,42,16,45.0,180.0,45.0,C,FAIL
51,47,95,67,65.0,260.0,65.0,B,PASS
13,29,27,37,26.5,106.0,26.5,NG,FAIL
4,76,94,32,51.5,206.0,51.5,C+,FAIL
23,73,12,46,38.5,154.0,38.5,C,FAIL
46,53,68,62,57.25,229.0,57.25,C+,PASS
42,16,21,84,40.75,163.0,40.75,C,FAIL
58,95,64,31,62.0,248.0,62.0,B,FAIL
24,25,58,11,29.5,118.0,29.5,NG,FAIL
41,29,91,21,45.5,182.0,45.5,C,FAIL
59,45,23,76,50.75,203.0,50.75,C+,FAIL
57,46,83,21,51.75,207.0,51.75,C+,FAIL
54,67,94,72,71.75,287.0,71.75,B+,PASS
19,64,93,24,50.0,200.0,50.0,C+,FAIL
95,63,28,57,60.75,243.0,60.75,B,FAIL
15,70,44,47,44.0,176.0,44.0,C,FAIL
40,96,29,5,42.5,170.0,42.5,C,FAIL
42,64,1,58,41.25,165.0,41.25,C,FAIL
76,86,13,86,65.25,261.0,65.25,B,FAIL
2,86,90,32,52.5,210.0,52.5,C+,FAIL
20,50,69,94,58.25,233.0,58.25,C+,FAIL
95,12,41,36,46.0,184.0,46.0,C,FAIL
72,42,30,25,42.25,169.0,42.25,C,FAIL
83,49,74,91,74.25,297.0,74.25,B+,PASS
5,19,51,49,31.0,124.0,31.0,NG,FAIL
97,64,24,34,54.75,219.0,54.75,C+,FAIL
17,30,21,83,37.75,151.0,37.75,C,FAIL
5,79,90,44,54.5,218.0,54.5,C+,FAIL
40,77,31,80,57.0,228.0,57.0,C+,FAIL
50,3,67,40,40.0,160.0,40.0,C,FAIL
29,73,60,44,51.5,206.0,51.5,C+,FAIL
77,13,88,35,53.25,213.0,53.25,C+,FAIL
38,32,23,44,34.25,137.0,34.25,NG,FAIL
33,34,43,52,40.5,162.0,40.5,C,FAIL
39,21,23,49,33.0,132.0,33.0,NG,FAIL
14,34,50,53,37.75,151.0,37.75,C,FAIL
34,94,32,61,55.25,221.0,55.25,C+,FAIL
69,32,31,14,36.5,146.0,36.5,C,FAIL
42,27,66,59,48.5,194.0,48.5,C,FAIL
8,54,4,86,38.0,152.0,38.0,C,FAIL
23,64,82,76,61.25,245.0,61.25,B,FAIL
65,77,45,7,48.5,194.0,48.5,C,FAIL
98,21,32,83,58.5,234.0,58.5,C+,FAIL
14,57,13,84,42.0,168.0,42.0,C,FAIL
35,0,91,42,42.0,168.0,42.0,C,FAIL
7,89,33,77,51.5,206.0,51.5,C+,FAIL
18,79,29,95,55.25,221.0,55.25,C+,FAIL
16,56,59,61,48.0,192.0,48.0,C,FAIL
84,19,17,41,40.25,161.0,40.25,C,FAIL
42,20,1,27,22.5,90.0,22.5,NG,FAIL
73,88,39,61,65.25,261.0,65.25,B,PASS
84,28,81,1,48.5,194.0,48.5,C,FAIL
55,44,63,82,61.0,244.0,61.0,B,PASS
76,19,14,79,47.0,188.0,47.0,C,FAIL
98,89,1,3,47.75,191.0,47.75,C,FAIL
75,30,16,18,34.75,139.0,34.75,NG,FAIL
72,78,91,18,64.75,259.0,64.75,B,FAIL
16,97,0,77,47.5,190.0,47.5,C,FAIL
93,73,38,56,65.0,260.0,65.0,B,PASS
28,55,10,95,47.0,188.0,47.0,C,FAIL
35,91,12,41,44.75,179.0,44.75,C,FAIL
2,91,15,36,36.0,144.0,36.0,C,FAIL
43,67,42,30,45.5,182.0,45.5,C,FAIL
2,13,87,86,47.0,188.0,47.0,C,FAIL
66,18,4,74,40.5,162.0,40.5,C,FAIL
88,21,5,84,49.5,198.0,49.5,C,FAIL
67,42,76,79,66.0,264.0,66.0,B,PASS
81,79,5,90,63.75,255.0,63.75,B,FAIL
25,27,54,41,36.75,147.0,36.75,C,FAIL
29,30,79,37,43.75,175.0,43.75,C,FAIL
72,1,19,54,36.5,146.0,36.5,C,FAIL
84,96,98,73,87.75,351.0,87.75,A,PASS
70,52,51,97,67.5,270.0,67.5,B,PASS
80,97,3,70,62.5,250.0,62.5,B,FAIL
91,52,75,94,78.0,312.0,78.0,B+,PASS
87,96,54,42,69.75,279.0,69.75,B,PASS
99,6,26,27,39.5,158.0,39.5,C,FAIL
75,55,25,43,49.5,198.0,49.5,C,FAIL
31,17,83,60,47.75,191.0,47.75,C,FAIL
15,83,22,60,45.0,180.0,45.0,C,FAIL
89,53,75,19,59.0,236.0,59.0,C+,FAIL
48,94,18,53,53.25,213.0,53.25,C+,FAIL
77,2,24,57,40.0,160.0,40.0,C,FAIL
95,75,14,99,70.75,283.0,70.75,B+,FAIL
23,22,72,98,53.75,215.0,53.75,C+,FAIL
55,85,81,92,78.25,313.0,78.25,B+,PASS
3,25,20,39,21.75,87.0,21.75,NG,FAIL
11,60,54,85,52.5,210.0,52.5,C+,FAIL
73,20,77,87,64.25,257.0,64.25,B,FAIL
96,17,10,89,53.0,212.0,53.0,C+,FAIL
41,12,83,25,40.25,161.0,40.25,C,FAIL
61,56,48,83,62.0,248.0,62.0,B,PASS
88,33,68,46,58.75,235.0,58.75,C+,FAIL
30,75,36,46,46.75,187.0,46.75,C,FAIL
82,63,83,80,77.0,308.0,77.0,B+,PASS
59,5,52,27,35.75,143.0,35.75,C,FAIL
24,32,75,57,47.0,188.0,47.0,C,FAIL
28,24,77,22,37.75,151.0,37.75,C,FAIL
31,31,94,9,41.25,165.0,41.25,C,FAIL
48,74,2,35,39.75,159.0,39.75,C,FAIL
83,25,57,24,47.25,189.0,47.25,C,FAIL
45,83,59,89,69.0,276.0,69.0,B,PASS
47,85,96,44,68.0,272.0,68.0,B,PASS
61,41,77,19,49.5,198.0,49.5,C,FAIL
96,67,79,99,85.25,341.0,85.25,A,PASS
1,44,80,78,50.75,203.0,50.75,C+,FAIL
92,45,27,91,63.75,255.0,63.75,B,FAIL
99,43,84,0,56.5,226.0,56.5,C+,FAIL
4,0,2,64,17.5,70.0,17.5,NG,FAIL
78,73,73,46,67.5,270.0,67.5,B,PASS
55,16,0,0,17.75,71.0,17.75,NG,FAIL
54,69,15,47,46.25,185.0,46.25,C,FAIL
89,27,9,18,35.75,143.0,35.75,C,FAIL
38,73,14,32,39.25,157.0,39.25,C,FAIL
3,15,30,56,26.0,104.0,26.0,NG,FAIL
56,31,71,4,40.5,162.0,40.5,C,FAIL
29,1,81,63,43.5,174.0,43.5,C,FAIL
72,43,27,99,60.25,241.0,60.25,B,FAIL
60,30,95,34,54.75,219.0,54.75,C+,FAIL
46,19,62,23,37.5,150.0,37.5,C,FAIL
70,15,58,32,43.75,175.0,43.75,C,FAIL
99,70,21,22,53.0,212.0,53.0,C+,FAIL
46,5,47,94,48.0,192.0,48.0,C,FAIL
30,95,42,16,45.75,183.0,45.75,C,FAIL
7,40,60,46,38.25,153.0,38.25,C,FAIL
85,67,1,46,49.75,199.0,49.75,C,FAIL
58,31,35,66,47.5,190.0,47.5,C,FAIL
66,30,17,78,47.75,191.0,47.75,C,FAIL
